und_infl_adj_fs,width_mm_fs,asp_rat_adj_fs,ld_ind_fs,spd_rat_fs,roll_res_fs
0.416,-0.174,0.324,0.131,0.012,0.014
-0.033,-0.342,0.308,0.114,-0.291,-0.002
-0.173,-0.028,-0.169,0.44,0.488,0.037
-0.414,0.301,0.374,0.267,-0.209,0.045
0.487,0.285,0.238,0.318,-0.255,0.074
0.433,0.252,-0.255,0.096,-0.13,0.063
0.104,0.322,0.318,0.062,-0.17,0.07
-0.097,0.01,0.477,-0.311,-0.04,0.04
0.473,0.111,0.27,0.487,0.055,0.074
0.328,-0.247,0.215,0.198,0.099,0.013
-0.268,0.256,0.303,0.428,0.296,0.045
0.186,-0.299,-0.035,0.181,0.181,0.009
-0.423,0.131,0.478,0.392,-0.413,0.029
-0.358,-0.416,-0.102,-0.07,0.233,-0.037
0.315,0.439,0.238,-0.036,-0.377,0.071
0.161,0.339,0.354,0.332,-0.291,0.069
-0.093,0.067,-0.105,0.087,0.403,0.037
-0.275,-0.353,-0.316,0.299,0.354,-0.037
-0.254,0.316,-0.248,-0.035,-0.232,0.037
-0.076,-0.082,0.028,-0.46,-0.064,0.034
0.296,0.429,-0.398,0.121,0.352,0.063
0.021,-0.306,0.308,0.345,-0.078,-0.002
0.375,-0.412,-0.237,-0.183,0.403,0.006
0.088,-0.173,-0.475,-0.187,0.109,0.005
-0.429,0.253,-0.301,0.488,0.185,0.037
-0.45,-0.037,-0.27,0.317,0.488,0.037
0.331,0.443,-0.241,0.088,-0.455,0.028
0.208,0.171,0.482,0.042,0.476,0.072
-0.22,0.082,0.324,0.447,-0.16,0.045
-0.038,-0.405,0.079,0.094,-0.08,-0.002
-0.202,0.018,0.231,0.161,0.211,0.044
0.097,-0.224,-0.269,-0.016,-0.313,0.005
0.479,-0.03,-0.331,0.335,0.178,0.063
0.315,-0.115,0.047,-0.096,-0.281,0.063
0.227,0.47,0.151,-0.182,0.37,0.068
-0.292,0.459,0.018,0.064,-0.168,0.037
0.311,0.377,-0.191,0.008,-0.296,0.06
0.378,-0.238,-0.138,-0.478,0.178,0.01
0.012,-0.252,-0.416,0.191,-0.151,-0.006
-0.042,0.301,0.468,0.301,0.45,0.045
-0.262,0.008,0.475,0.325,-0.277,0.044
0.36,0.139,0.073,0.332,-0.041,0.072
-0.06,-0.45,-0.083,0.053,0.068,-0.006
0.081,0.31,-0.479,0.131,0.445,0.06
0.312,-0.008,-0.3,0.106,0.056,0.063
0.147,0.253,-0.157,-0.039,-0.388,0.055
-0.006,0.023,-0.085,0.237,0.204,0.037
0.01,-0.284,0.488,-0.407,0.323,0.0
0.048,0.157,0.485,0.224,-0.178,0.055
0.093,0.286,0.395,-0.272,0.175,0.064
0.323,0.319,-0.356,0.494,-0.123,0.063
-0.357,-0.207,0.177,0.243,0.127,-0.031
0.487,0.244,0.397,0.105,0.004,0.074
0.428,-0.21,-0.283,0.315,-0.075,0.009
-0.128,-0.168,0.447,-0.309,-0.179,-0.02
0.004,-0.287,0.217,0.066,-0.021,-0.002
-0.138,-0.271,-0.209,-0.212,0.059,-0.027
0.31,0.389,0.271,0.091,0.497,0.074
-0.219,0.486,0.188,-0.493,-0.483,-0.016
0.058,-0.478,-0.038,-0.099,0.335,0.0
-0.03,0.363,0.198,0.115,0.143,0.044
0.369,-0.302,-0.162,0.389,0.008,0.009
0.076,0.435,-0.274,0.398,0.006,0.06
-0.087,-0.185,-0.188,0.36,-0.128,-0.006
0.201,0.001,0.325,0.124,-0.026,0.072
0.196,-0.027,-0.072,-0.327,-0.445,0.047
0.189,-0.376,-0.208,0.122,0.491,0.009
0.198,0.337,0.435,-0.236,-0.446,0.062
-0.331,0.266,0.254,-0.463,0.329,0.041
-0.333,-0.01,0.225,0.299,-0.335,0.044
0.218,-0.263,0.058,0.11,-0.215,0.012
0.381,0.17,-0.264,-0.39,-0.035,0.054
0.1,0.395,-0.491,0.345,0.076,0.06
0.43,0.278,0.226,-0.217,-0.193,0.068
0.38,0.294,0.275,-0.255,-0.051,0.068
0.371,0.097,0.128,-0.152,-0.211,0.066
0.314,0.089,-0.201,0.479,0.378,0.063
0.296,-0.343,0.173,-0.144,0.066,0.01
-0.076,-0.499,-0.423,0.215,0.384,-0.006
-0.437,-0.021,0.091,-0.047,0.479,0.044
-0.022,0.221,0.266,-0.157,0.209,0.04
-0.302,-0.168,0.408,-0.383,-0.166,-0.033
0.226,-0.356,-0.095,-0.205,-0.423,0.003
-0.431,0.357,-0.003,0.193,0.257,0.037
-0.103,-0.056,-0.205,0.144,0.24,0.037
-0.116,0.343,0.379,-0.045,0.23,0.045
0.22,-0.496,0.107,0.479,-0.47,-0.024
-0.305,-0.251,0.099,-0.002,0.115,-0.034
-0.496,0.468,0.241,0.419,0.314,0.044
0.481,-0.205,0.186,-0.497,-0.027,0.014
-0.313,0.123,0.006,-0.414,0.244,0.031
0.249,-0.262,0.175,-0.002,-0.237,0.013
-0.119,-0.256,0.433,-0.227,-0.169,-0.023
-0.31,0.447,-0.344,0.43,0.295,0.037
-0.127,0.368,0.133,0.336,-0.173,0.044
-0.285,-0.181,0.103,0.068,-0.146,-0.031
-0.411,0.131,0.191,0.45,-0.24,0.044
0.29,0.05,0.42,-0.449,0.199,0.068
-0.127,0.092,0.468,-0.022,0.048,0.045
-0.039,-0.127,0.026,0.45,-0.335,0.04
0.099,0.199,0.228,-0.258,0.422,0.064
0.297,0.143,-0.184,-0.456,-0.288,0.052
-0.088,0.14,-0.338,0.293,0.194,0.037
-0.499,-0.443,0.405,-0.051,0.138,-0.034
0.49,0.48,-0.179,0.228,0.309,0.063
-0.424,-0.375,-0.358,-0.168,-0.37,-0.04
-0.185,-0.2,0.211,-0.107,-0.104,-0.023
-0.079,-0.266,0.323,-0.343,-0.044,-0.004
-0.314,-0.164,-0.352,-0.329,0.493,-0.037
0.467,-0.416,0.327,0.428,0.412,0.013
0.466,0.407,0.416,-0.251,-0.121,0.068
-0.058,-0.442,0.208,0.009,0.032,-0.002
-0.036,0.394,-0.259,0.132,0.407,0.037
-0.284,0.029,-0.302,0.393,0.331,0.037
-0.206,0.086,0.043,0.043,-0.451,-0.014
-0.33,0.421,-0.374,0.172,-0.023,0.037
0.062,-0.2,-0.442,-0.216,-0.13,-0.003
0.195,0.352,-0.191,-0.436,-0.32,0.049
0.013,0.265,0.057,0.317,-0.247,0.044
0.113,-0.3,0.364,-0.294,-0.165,0.008
0.15,0.46,-0.164,-0.119,0.233,0.061
0.253,0.179,-0.461,0.095,-0.473,0.028
-0.38,0.373,0.238,-0.21,0.066,0.039
0.127,0.381,-0.462,0.247,0.446,0.061
0.098,0.436,-0.426,0.16,-0.054,0.06
-0.421,-0.07,-0.339,-0.028,-0.158,0.041
0.082,0.2,0.494,0.044,-0.096,0.07
0.09,0.115,-0.47,-0.051,0.346,0.06
-0.435,-0.001,-0.496,-0.458,0.061,0.031
-0.131,0.481,0.435,0.043,-0.383,0.042
0.003,-0.494,-0.381,0.165,0.448,-0.006
0.173,-0.222,-0.443,0.137,-0.137,0.007
0.043,0.019,0.321,-0.236,0.111,0.051
0.463,-0.266,0.02,-0.239,0.102,0.006
-0.374,-0.498,-0.395,-0.478,-0.4,-0.057
0.146,-0.295,0.425,-0.35,0.42,0.012
-0.487,0.335,0.13,-0.142,-0.422,0.023
-0.045,0.029,-0.296,0.065,0.496,0.037
0.134,-0.008,0.197,-0.383,-0.05,0.065
-0.016,-0.012,0.016,0.353,-0.394,0.019
-0.328,0.405,-0.172,0.058,0.093,0.037
0.183,0.107,0.201,-0.45,0.163,0.065
-0.039,-0.364,0.28,-0.29,-0.349,-0.005
0.172,-0.406,-0.243,0.229,-0.111,0.007
-0.052,-0.424,0.013,0.168,-0.102,-0.005
0.129,-0.126,0.357,0.158,0.133,0.078
0.129,-0.427,-0.245,-0.317,0.031,0.004
0.461,0.023,-0.412,0.116,0.415,0.063
-0.442,0.096,-0.267,-0.139,0.296,0.03
0.499,0.003,0.152,0.458,-0.378,0.071
-0.197,-0.1,-0.129,0.358,-0.469,-0.012
0.282,-0.133,0.336,0.174,-0.29,0.073
0.326,0.318,0.351,-0.226,-0.172,0.068
-0.251,0.319,0.213,-0.132,0.409,0.04
-0.021,0.33,-0.162,-0.226,-0.16,0.03
0.362,0.471,-0.185,0.377,-0.165,0.063
-0.053,-0.371,-0.338,-0.177,-0.028,-0.008
0.379,-0.12,0.481,-0.312,-0.288,0.066
-0.364,-0.31,-0.053,0.436,0.381,-0.037
0.25,-0.004,0.121,-0.143,-0.34,0.062
0.416,0.149,0.052,-0.028,-0.03,0.072
-0.222,-0.261,-0.064,0.36,0.147,-0.03
-0.045,-0.146,-0.23,-0.402,-0.496,-0.044
-0.308,-0.037,0.335,0.049,-0.381,0.042
0.24,0.413,-0.311,0.06,0.163,0.063
0.328,0.3,-0.457,0.257,0.169,0.063
0.389,-0.158,0.225,-0.144,0.311,0.012
0.156,-0.465,-0.232,-0.083,0.44,0.007
0.427,-0.056,0.018,-0.287,0.017,0.054
-0.099,-0.377,0.25,0.42,0.174,-0.002
-0.082,0.103,0.208,-0.39,-0.343,0.039
0.136,0.106,-0.007,0.214,0.14,0.061
0.279,-0.333,0.25,-0.024,-0.102,0.013
0.445,0.037,-0.048,-0.189,-0.18,0.054
0.498,-0.064,-0.017,-0.457,0.347,0.054
-0.33,0.059,0.055,-0.16,0.447,0.039
0.081,-0.314,0.02,-0.25,0.194,0.003
0.205,0.229,0.038,-0.256,-0.285,0.05
0.334,0.482,-0.042,-0.061,0.174,0.063
0.164,-0.456,0.081,-0.411,0.453,0.011
0.419,-0.349,0.236,0.062,0.074,0.013
-0.388,-0.26,-0.319,0.424,0.197,-0.037
0.067,0.057,-0.246,-0.041,0.075,0.047
0.42,-0.36,-0.365,-0.153,-0.32,0.004
0.378,-0.26,-0.353,0.235,0.408,0.009
0.257,-0.123,-0.124,-0.252,0.456,0.057
0.289,0.321,-0.09,-0.364,0.178,0.054
-0.469,0.396,-0.285,-0.454,-0.136,0.031
-0.496,0.399,-0.1,-0.086,0.209,0.037
0.163,0.371,-0.345,0.122,-0.071,0.061
0.049,0.422,0.427,0.258,0.417,0.055
-0.335,0.191,0.084,0.426,-0.362,0.044
-0.152,-0.209,0.218,-0.175,-0.29,-0.021
0.479,0.31,-0.467,-0.127,-0.121,0.063
-0.216,0.436,0.294,0.285,-0.043,0.045
0.483,0.36,0.179,-0.114,-0.367,0.071
0.178,0.015,0.105,0.311,0.394,0.07
0.429,0.397,-0.425,-0.365,0.052,0.054
0.431,0.293,0.036,-0.343,0.195,0.054
0.17,0.49,0.406,-0.295,0.405,0.065
-0.349,0.318,-0.099,-0.322,0.054,0.03
0.021,0.313,0.477,0.074,-0.238,0.045
-0.233,0.085,-0.337,0.015,0.353,0.037
-0.163,-0.445,-0.43,0.159,0.321,-0.024
0.114,-0.163,-0.126,0.406,0.249,0.009
0.285,0.063,0.369,-0.037,0.195,0.074
-0.237,-0.39,-0.408,0.119,0.413,-0.03
-0.243,0.236,-0.251,0.323,0.095,0.037
-0.417,0.49,-0.25,0.097,-0.084,0.037
0.033,0.003,-0.479,-0.178,-0.167,0.041
0.369,0.496,0.461,-0.046,-0.248,0.074
-0.367,-0.005,0.471,0.196,0.5,0.045
0.028,0.285,0.112,0.289,0.219,0.054
-0.42,0.202,-0.06,-0.203,0.38,0.03
0.091,-0.045,0.33,-0.3,0.099,0.064
0.069,-0.14,0.102,0.089,-0.195,0.002
0.493,0.379,0.224,0.124,0.397,0.074
0.293,-0.101,0.248,-0.237,-0.016,0.07
-0.465,-0.293,-0.404,-0.079,-0.113,-0.037
-0.361,0.421,0.144,-0.482,0.421,0.04
-0.283,-0.012,0.341,-0.233,0.499,0.04
0.434,0.496,0.034,0.354,-0.064,0.063
0.462,-0.451,-0.182,-0.172,-0.389,0.003
0.425,0.395,-0.056,0.391,0.264,0.063
-0.093,0.121,-0.186,-0.294,-0.419,0.012
-0.033,0.237,-0.499,-0.402,0.456,0.031
-0.111,-0.057,-0.433,-0.094,-0.199,0.037
-0.151,0.099,0.275,-0.347,-0.084,0.041
0.452,0.268,0.004,0.15,-0.12,0.063
0.197,-0.05,0.493,-0.074,0.189,0.072
-0.063,0.15,0.243,0.087,0.164,0.044
-0.165,0.494,-0.056,0.129,0.001,0.037
-0.491,0.118,-0.226,-0.194,0.25,0.03
-0.225,-0.025,-0.44,0.083,0.188,0.037
0.404,0.47,0.043,0.315,-0.288,0.06
0.456,0.039,0.173,-0.125,0.344,0.074
0.051,0.369,-0.409,-0.241,0.456,0.041
0.316,0.105,-0.44,-0.251,-0.103,0.054
-0.439,0.278,-0.068,0.296,-0.418,0.019
-0.268,0.285,0.008,-0.208,0.378,0.03
0.49,-0.166,0.486,0.248,-0.334,0.013
0.161,0.445,-0.07,0.257,-0.414,0.055
0.133,0.393,-0.085,-0.455,0.45,0.052
-0.267,-0.197,0.415,-0.108,-0.362,-0.023
0.239,-0.496,-0.272,0.011,-0.208,0.009
-0.408,0.194,-0.153,-0.231,-0.016,0.03
-0.101,-0.358,0.058,0.178,-0.373,-0.021
0.387,-0.079,0.444,0.105,-0.492,0.03
-0.431,-0.262,0.337,0.398,-0.103,-0.034
-0.313,0.307,-0.129,-0.498,0.365,0.031
0.012,-0.392,0.001,-0.313,-0.164,-0.007
-0.422,0.021,-0.252,0.28,0.498,0.037
0.206,0.079,0.157,0.07,0.127,0.072
-0.275,0.128,0.281,-0.159,0.312,0.04
0.429,0.135,-0.019,-0.275,0.264,0.054
-0.308,-0.02,0.213,0.065,-0.27,0.044
-0.406,0.396,-0.46,0.346,-0.192,0.037
-0.213,-0.367,-0.297,0.032,0.203,-0.03
0.358,0.075,0.087,-0.087,-0.346,0.069
-0.311,0.11,-0.267,0.136,-0.487,-0.019
0.353,0.372,-0.136,-0.283,0.155,0.054
-0.026,0.09,0.488,-0.437,-0.413,0.024
-0.027,0.201,-0.376,0.171,-0.008,0.037
-0.087,0.07,-0.215,-0.11,-0.442,0.019
-0.091,-0.232,-0.381,-0.15,-0.152,-0.008
0.13,0.186,-0.481,0.047,-0.032,0.061
-0.095,-0.282,-0.316,0.152,-0.312,-0.006
-0.293,-0.207,0.266,0.158,0.006,-0.031
0.166,-0.144,-0.433,0.428,0.232,0.009
0.008,-0.126,0.089,-0.144,0.471,0.042
0.478,-0.471,-0.098,0.114,0.227,0.009
-0.494,0.256,0.316,0.454,0.053,0.045
0.002,-0.325,0.226,-0.351,0.403,-0.0
0.279,-0.069,-0.451,0.458,0.221,0.066
0.309,0.162,-0.095,-0.057,0.393,0.063
-0.163,0.416,0.092,-0.447,-0.098,0.04
-0.345,0.482,-0.025,0.427,0.143,0.037
-0.404,-0.067,0.003,0.186,-0.5,-0.019
0.389,-0.225,0.27,-0.491,-0.265,0.014
0.173,-0.217,0.056,0.073,0.057,0.01
0.322,0.324,0.407,-0.043,0.353,0.074
-0.207,0.036,-0.335,-0.018,-0.21,0.037
-0.401,-0.286,0.248,-0.32,-0.067,-0.037
0.288,-0.034,-0.347,0.436,0.493,0.063
-0.249,-0.224,-0.093,0.305,0.488,-0.026
0.202,-0.041,-0.359,-0.227,-0.321,0.049
0.499,0.073,-0.005,0.01,0.409,0.063
-0.294,-0.433,-0.392,0.002,-0.3,-0.037
-0.448,-0.131,0.16,-0.499,-0.236,0.043
-0.183,0.196,-0.209,-0.417,-0.267,0.031
-0.049,-0.33,-0.161,0.2,-0.264,-0.006
-0.389,-0.097,-0.303,-0.369,-0.398,0.014
-0.171,-0.172,-0.013,0.317,-0.185,-0.02
0.045,0.451,-0.284,-0.018,0.36,0.047
-0.012,-0.259,-0.399,0.475,0.477,-0.006
-0.437,-0.398,0.353,0.158,-0.351,-0.034
-0.183,0.139,-0.32,-0.216,-0.411,0.012
0.073,0.271,0.416,0.353,-0.364,0.052
-0.011,0.067,-0.396,0.023,0.474,0.037
-0.483,0.368,0.418,-0.249,0.436,0.04
0.226,0.305,0.15,0.403,0.135,0.074
-0.046,0.458,-0.129,0.345,0.488,0.037
-0.475,0.074,0.465,0.062,-0.19,0.045
-0.2,0.101,0.416,-0.214,-0.429,0.024
0.129,0.396,-0.115,-0.011,-0.473,0.024
0.433,0.417,-0.072,-0.292,-0.171,0.054
0.406,-0.342,0.359,0.488,0.009,0.013
-0.418,0.442,0.048,-0.154,-0.358,0.03
-0.122,0.071,0.108,-0.107,-0.42,0.028
0.009,-0.372,0.466,-0.232,0.003,-0.004
0.094,-0.104,-0.419,-0.22,-0.047,0.056
0.217,-0.313,-0.387,-0.496,-0.452,-0.019
-0.292,-0.404,0.369,0.08,0.329,-0.034
-0.235,-0.311,-0.169,0.458,0.258,-0.03
0.356,-0.339,0.249,-0.335,0.418,0.01
-0.06,0.02,-0.38,-0.051,-0.309,0.037
-0.263,0.436,0.464,0.158,0.233,0.045
0.16,-0.276,0.322,0.015,0.07,0.011
0.309,-0.061,0.335,0.06,0.048,0.074
0.411,0.164,0.191,0.461,0.192,0.074
0.444,-0.305,0.087,-0.338,-0.343,0.007
-0.206,0.416,-0.43,-0.099,0.298,0.037
-0.223,0.423,-0.015,-0.404,-0.127,0.031
0.176,-0.433,0.382,0.207,-0.137,0.013
-0.112,0.212,0.24,-0.165,-0.341,0.039
-0.073,0.146,-0.104,0.232,0.107,0.037
-0.226,0.173,-0.062,-0.197,0.186,0.03
0.375,-0.27,-0.186,-0.475,0.219,0.01
0.382,-0.109,-0.161,0.023,-0.13,0.066
-0.497,0.224,-0.464,-0.188,0.134,0.03
0.008,-0.129,0.25,0.356,0.093,0.048
-0.146,0.426,0.026,-0.271,0.381,0.03
0.247,-0.494,-0.486,-0.288,0.074,0.006
-0.496,0.235,0.03,-0.494,0.015,0.031
0.228,0.011,0.362,-0.188,-0.43,0.064
0.408,-0.144,-0.288,-0.342,0.351,0.008
-0.061,-0.125,0.38,-0.106,-0.304,0.047
0.486,-0.098,0.304,0.2,-0.442,0.073
0.039,-0.069,-0.191,-0.294,-0.294,0.041
-0.345,0.416,-0.25,0.189,0.061,0.037
-0.165,0.098,0.342,-0.49,0.096,0.041
-0.014,0.018,-0.44,-0.113,-0.134,0.037
0.389,-0.315,0.306,-0.284,-0.248,0.01
-0.138,-0.256,-0.018,0.398,-0.281,-0.023
-0.162,-0.334,0.465,0.236,0.004,-0.02
0.047,0.082,0.432,0.101,-0.491,0.006
0.256,-0.467,-0.129,-0.444,-0.475,-0.019
0.014,0.027,-0.375,-0.399,0.454,0.031
0.396,-0.065,0.41,-0.126,0.499,0.074
0.494,-0.424,-0.079,0.232,0.458,0.009
-0.422,0.297,-0.273,-0.461,0.205,0.031
0.335,0.464,-0.429,-0.376,0.183,0.054
-0.48,-0.078,-0.225,0.16,0.145,0.041
0.43,0.438,-0.446,0.274,-0.289,0.06
-0.172,-0.325,-0.343,0.135,-0.241,-0.024
-0.433,-0.1,0.489,0.11,0.075,0.048
0.454,-0.061,0.41,-0.211,0.096,0.068
0.486,-0.345,0.412,-0.059,0.381,0.013
0.424,-0.487,0.114,0.331,-0.143,0.012
0.405,0.23,-0.253,0.127,-0.29,0.06
-0.033,-0.395,0.255,-0.423,0.168,0.0
0.124,0.051,0.032,0.245,0.275,0.06
0.211,0.379,0.408,0.499,-0.449,0.036
-0.284,0.211,0.39,0.11,0.362,0.045
-0.158,-0.141,0.376,0.346,0.402,-0.018
0.211,0.179,0.336,-0.475,-0.155,0.065
-0.089,-0.172,-0.186,0.399,-0.133,-0.006
-0.101,-0.198,0.138,0.333,-0.044,-0.018
0.004,-0.177,0.006,0.394,-0.347,-0.005
0.402,0.454,0.141,0.101,-0.2,0.072
0.028,-0.303,0.466,0.409,0.002,0.003
-0.27,0.045,-0.27,0.377,0.423,0.037
-0.454,-0.266,0.054,0.417,-0.336,-0.035
-0.016,0.47,-0.049,0.211,0.171,0.037
-0.078,0.152,0.061,0.217,0.007,0.044
0.411,-0.279,-0.039,-0.106,-0.274,0.008
0.401,0.45,0.39,-0.07,0.234,0.074
-0.159,0.221,0.314,-0.421,0.081,0.041
-0.334,0.241,-0.403,0.442,-0.209,0.037
-0.48,-0.165,-0.227,0.159,-0.477,-0.079
-0.118,0.184,0.328,0.257,-0.382,0.042
-0.475,-0.139,0.456,0.069,-0.093,-0.031
0.221,0.118,0.333,-0.315,-0.02,0.065
0.059,-0.33,0.497,-0.152,0.096,0.001
0.481,-0.164,-0.306,-0.113,-0.296,0.009
0.273,-0.337,0.415,-0.406,0.176,0.014
-0.454,-0.228,-0.273,0.158,-0.422,-0.045
-0.329,0.385,-0.096,-0.265,-0.329,0.03
-0.19,-0.418,0.234,-0.335,-0.241,-0.028
0.316,0.497,0.099,-0.183,-0.382,0.062
-0.158,0.398,-0.497,-0.221,0.252,0.03
0.344,0.05,0.344,0.213,-0.078,0.074
0.145,-0.364,-0.451,0.24,-0.297,0.006
0.411,0.272,0.308,0.469,-0.254,0.074
-0.077,-0.485,0.026,0.049,0.249,-0.005
-0.466,-0.203,-0.044,0.253,0.113,-0.033
0.416,-0.183,0.083,-0.025,0.258,0.013
0.316,0.252,-0.364,-0.393,0.295,0.054
-0.278,-0.319,-0.253,0.046,0.467,-0.037
-0.017,-0.038,-0.094,-0.09,0.395,0.037
0.432,0.297,0.368,-0.134,0.299,0.074
-0.075,-0.112,-0.105,0.298,0.313,0.041
0.35,-0.008,0.454,-0.071,-0.307,0.071
0.29,0.135,-0.061,0.187,0.403,0.063
-0.489,0.07,0.185,-0.173,0.25,0.039
-0.011,-0.492,0.07,-0.483,0.128,-0.0
-0.159,0.107,-0.367,-0.416,-0.483,-0.016
-0.361,0.299,0.143,0.025,0.389,0.044
0.427,0.068,0.009,0.067,0.215,0.063
-0.211,-0.268,0.264,0.056,0.025,-0.026
0.052,0.084,0.362,-0.451,-0.409,0.036
0.269,-0.224,-0.378,0.131,0.218,0.009
-0.26,-0.193,0.397,-0.328,-0.2,-0.025
0.377,0.385,-0.391,0.012,0.145,0.063
-0.361,-0.118,0.163,0.075,-0.469,-0.009
0.002,0.465,-0.276,0.498,0.153,0.037
-0.107,-0.209,0.374,-0.398,0.347,-0.019
0.225,-0.423,0.468,-0.133,0.099,0.013
0.462,-0.3,-0.212,-0.298,-0.445,0.003
-0.23,-0.372,-0.054,-0.22,0.105,-0.032
0.23,-0.098,0.091,0.172,0.005,0.076
0.191,0.27,-0.122,-0.123,-0.217,0.061
0.359,0.042,-0.426,-0.007,0.419,0.063
-0.1,0.06,0.1,0.102,0.286,0.044
0.344,0.113,0.298,-0.136,0.026,0.068
0.337,-0.363,0.442,0.061,-0.257,0.013
-0.079,-0.206,-0.368,0.037,0.49,-0.006
-0.037,-0.339,0.414,0.371,-0.054,-0.002
-0.136,-0.396,-0.115,0.221,-0.356,-0.024
-0.404,0.443,0.245,0.153,-0.362,0.044
0.173,-0.188,-0.372,-0.182,0.481,0.006
0.297,-0.373,-0.362,-0.175,0.247,0.006
-0.389,-0.291,0.37,0.063,-0.287,-0.034
0.451,0.046,0.129,0.036,-0.269,0.07
-0.448,-0.225,-0.039,0.405,-0.205,-0.033
0.389,-0.318,0.189,-0.205,0.161,0.01
0.063,0.11,0.123,-0.227,-0.259,0.05
0.241,-0.064,-0.346,0.183,-0.324,0.06
-0.215,0.03,-0.464,-0.109,-0.457,-0.014
-0.274,-0.282,0.381,0.15,-0.497,-0.074
-0.156,-0.193,-0.26,-0.342,-0.153,-0.024
0.054,0.202,-0.425,0.072,-0.488,-0.001
0.224,-0.028,-0.313,-0.016,-0.328,0.058
0.192,0.107,-0.43,0.334,-0.382,0.055
0.179,-0.088,-0.013,-0.044,-0.296,0.063
-0.243,-0.225,0.472,-0.326,0.009,-0.025
0.016,-0.146,-0.477,-0.294,0.116,-0.008
-0.263,0.303,0.26,0.483,-0.018,0.045
-0.298,-0.097,0.022,-0.272,0.02,0.033
-0.221,0.022,-0.435,-0.122,-0.246,0.037
-0.353,-0.402,-0.313,0.207,0.112,-0.037
-0.4,0.274,-0.056,0.498,-0.434,0.019
-0.407,0.07,0.059,0.243,-0.302,0.044
-0.476,-0.381,0.195,0.144,-0.112,-0.034
-0.301,0.492,-0.19,0.004,0.118,0.037
-0.099,-0.38,0.415,0.075,-0.276,-0.002
-0.061,0.361,0.03,0.252,-0.305,0.037
-0.489,0.093,-0.433,-0.269,-0.459,-0.023
-0.138,0.14,0.002,0.201,-0.079,0.037
-0.396,0.409,0.048,0.372,0.046,0.037
0.289,-0.384,0.445,-0.194,-0.246,0.01
-0.426,-0.301,-0.218,0.192,0.047,-0.037
0.38,-0.218,0.214,-0.008,-0.411,0.011
0.402,0.083,0.019,-0.126,-0.385,0.058
-0.244,0.312,0.427,0.498,-0.439,0.029
-0.064,0.152,-0.393,-0.101,-0.454,0.001
0.43,-0.276,-0.298,0.337,0.206,0.009
-0.011,0.303,-0.465,0.003,-0.383,0.032
-0.061,-0.076,0.388,0.096,-0.359,0.047
-0.273,0.424,0.187,0.468,0.088,0.044
-0.387,0.149,-0.015,-0.019,0.054,0.037
-0.393,0.409,-0.263,-0.416,0.497,0.031
-0.132,0.365,-0.159,0.369,-0.139,0.037
0.224,0.107,0.083,0.376,-0.229,0.07
0.008,0.041,-0.392,0.126,0.271,0.037
-0.413,0.464,0.152,-0.023,-0.447,-0.011
0.142,-0.175,-0.266,-0.253,-0.082,0.006
-0.316,0.064,-0.109,-0.305,-0.475,-0.023
0.401,-0.357,0.425,0.088,0.318,0.013
0.393,-0.097,0.061,0.103,0.366,0.076
-0.359,0.262,-0.426,0.307,-0.168,0.037
0.42,-0.313,0.077,-0.085,-0.472,-0.024
0.268,0.245,-0.046,-0.35,-0.275,0.052
0.006,-0.287,-0.071,0.111,0.453,-0.006
-0.296,-0.16,0.254,0.448,-0.411,-0.038
-0.304,-0.047,0.043,0.311,0.021,0.037
-0.228,0.397,-0.086,0.499,-0.49,-0.015
-0.276,-0.154,-0.419,0.441,0.196,-0.034
-0.211,0.338,0.094,0.006,-0.335,0.044
0.13,-0.18,-0.272,-0.05,0.3,0.009
0.103,0.083,-0.03,0.011,0.216,0.06
-0.104,0.333,-0.133,0.152,-0.425,0.019
-0.256,-0.155,-0.412,-0.021,0.48,-0.026
0.456,-0.226,0.311,-0.122,0.27,0.013
0.49,0.238,-0.22,0.033,0.055,0.063
-0.202,0.11,-0.179,0.375,0.024,0.037
-0.199,-0.076,-0.185,-0.264,-0.194,0.033
-0.18,0.132,-0.456,0.205,0.293,0.037
-0.323,-0.451,-0.221,0.012,-0.342,-0.037
-0.462,0.484,-0.001,-0.274,0.135,0.03
0.251,0.308,-0.273,-0.217,-0.216,0.054
0.066,0.178,0.164,-0.248,-0.471,0.011
-0.216,-0.078,0.291,-0.036,0.004,0.048
-0.227,-0.306,-0.029,-0.199,-0.013,-0.031
0.177,-0.197,-0.376,0.067,0.156,0.011
-0.247,0.379,0.448,0.149,0.144,0.045
-0.342,0.078,0.327,-0.372,0.382,0.041
-0.401,-0.044,0.326,-0.476,-0.1,0.041
-0.14,-0.277,0.299,-0.222,0.474,-0.023
-0.192,0.236,0.252,0.229,0.245,0.045
0.036,0.113,0.47,-0.307,-0.342,0.048
-0.411,0.449,0.147,0.335,-0.045,0.044
-0.022,-0.397,-0.32,-0.475,0.309,-0.004
-0.391,0.349,-0.41,0.132,-0.397,0.019
0.118,0.385,0.249,0.022,-0.093,0.07
0.439,-0.066,-0.431,-0.15,0.354,0.054
0.453,-0.489,-0.243,-0.099,0.429,0.009
-0.084,0.341,0.156,0.233,-0.202,0.044
-0.412,-0.272,-0.214,-0.21,-0.301,-0.04
0.123,-0.229,-0.213,0.459,-0.456,-0.028
0.038,0.494,-0.233,-0.304,-0.282,0.039
0.276,-0.424,0.256,-0.344,0.226,0.014
